Date,Username,Feature,Sessions,Time spent,Average time spent
19/11/2019,zhodges,Account Managment,17,18,1.058823529
19/11/2019,zmack,Task Creation,15,27,1.8
20/11/2019,mkelley,Saga Creation,14,32,2.285714286
20/11/2019,kwalter,Automation,13,6,0.461538462
20/11/2019,ecoleman,Account Managment,14,9,0.642857143
20/11/2019,nblair,Roadmap,14,59,4.214285714
20/11/2019,mbarron,Reporting,13,22,1.692307692
21/11/2019,qwyatt,Account Managment,17,25,1.470588235
21/11/2019,alara,Saga Creation,13,19,1.461538462
21/11/2019,kkane,Automation,14,12,0.857142857
21/11/2019,oherman,Reporting,17,16,0.941176471
21/11/2019,cstuart,Task Creation,13,13,1
21/11/2019,mkelley,Roadmap,14,49,3.5
22/11/2019,soneill,Roadmap,14,59,4.214285714
22/11/2019,swise,Saga Creation,14,21,1.5
22/11/2019,agardner,Account Managment,13,6,0.461538462
22/11/2019,lwheeler,Automation,16,4,0.25
22/11/2019,yfriedman,Reporting,17,27,1.588235294
23/11/2019,kashley,Automation,16,0,0
23/11/2019,nlane,Account Managment,14,6,0.428571429
23/11/2019,soneill,Saga Creation,14,29,2.071428571
23/11/2019,kashley,Roadmap,15,44,2.933333333
23/11/2019,shorne,Task Creation,16,23,1.4375
24/11/2019,rrobles,Account Managment,15,16,1.066666667
24/11/2019,swise,Roadmap,14,55,3.928571429
24/11/2019,amurphy,Saga Creation,16,35,2.1875
24/11/2019,wharvey,Task Creation,14,25,1.785714286
24/11/2019,sferguson,Reporting,15,35,2.333333333
25/11/2019,kvilla,Roadmap,14,58,4.142857143
25/11/2019,ncooke,Task Creation,15,24,1.6
25/11/2019,acombs,Account Managment,16,14,0.875
25/11/2019,bhensley,Reporting,16,20,1.25
25/11/2019,shartman,Automation,13,16,1.230769231
25/11/2019,rconway,Saga Creation,14,21,1.5
26/11/2019,mgonzalez,Account Managment,14,20,1.428571429
26/11/2019,awoodward,Automation,16,9,0.5625
26/11/2019,cdudley,Saga Creation,16,21,1.3125
26/11/2019,mforbes,Task Creation,16,22,1.375
26/11/2019,kwalter,Reporting,16,21,1.3125
26/11/2019,shorne,Roadmap,15,56,3.733333333
27/11/2019,agardner,Saga Creation,16,18,1.125
27/11/2019,kalvarado,Automation,14,2,0.142857143
27/11/2019,ipierce,Task Creation,13,17,1.307692308
27/11/2019,jhansen,Account Managment,17,21,1.235294118
27/11/2019,awoodward,Roadmap,16,49,3.0625
27/11/2019,sfox,Reporting,13,29,2.230769231
28/11/2019,ecoleman,Account Managment,13,24,1.846153846
28/11/2019,kkane,Roadmap,15,58,3.866666667
28/11/2019,dhays,Task Creation,13,24,1.846153846
28/11/2019,ahanna,Reporting,16,31,1.9375
28/11/2019,cdudley,Automation,15,17,1.133333333
28/11/2019,lwheeler,Saga Creation,13,20,1.538461538
29/11/2019,dbell,Account Managment,15,24,1.6
29/11/2019,nblair,Roadmap,16,58,3.625
29/11/2019,kvilla,Saga Creation,13,24,1.846153846
30/11/2019,cvillarreal,Automation,14,6,0.428571429
30/11/2019,nblair,Saga Creation,13,15,1.153846154
30/11/2019,yfriedman,Reporting,14,20,1.428571429
30/11/2019,shumphrey,Account Managment,14,18,1.285714286
01/12/2019,shartman,Automation,16,13,0.8125
01/12/2019,jnicholson,Reporting,3,26,8.666666667
01/12/2019,gcarroll,Task Creation,17,16,0.941176471
01/12/2019,nblair,Roadmap,7,52,7.428571429
01/12/2019,nblair,Saga Creation,5,20,4
01/12/2019,rconway,Account Managment,4,6,1.5
02/12/2019,amcintyre,Automation,14,18,1.285714286
02/12/2019,tosborne,Saga Creation,6,15,2.5
02/12/2019,tosborne,Task Creation,17,20,1.176470588
02/12/2019,amurphy,Roadmap,5,58,11.6
02/12/2019,kalvarado,Reporting,5,18,3.6
03/12/2019,tosborne,Automation,14,15,1.071428571
03/12/2019,chenson,Roadmap,6,47,7.833333333
03/12/2019,bhensley,Saga Creation,3,19,6.333333333
03/12/2019,aortega,Account Managment,3,6,2
03/12/2019,ablackwell,Task Creation,16,19,1.1875
04/12/2019,ncooke,Saga Creation,5,34,6.8
04/12/2019,ecampos,Account Managment,5,21,4.2
04/12/2019,nphillips,Automation,15,16,1.066666667
04/12/2019,rconway,Roadmap,6,52,8.666666667
04/12/2019,ncooke,Reporting,7,29,4.142857143
05/12/2019,zmack,Saga Creation,6,35,5.833333333
05/12/2019,rcalhoun,Reporting,4,33,8.25
05/12/2019,ggiles,Task Creation,17,25,1.470588235
05/12/2019,evega,Roadmap,5,54,10.8
05/12/2019,tduffy,Automation,14,11,0.785714286
06/12/2019,awoodward,Automation,15,13,0.866666667
06/12/2019,acombs,Roadmap,3,43,14.33333333
06/12/2019,ncooke,Saga Creation,7,35,5
06/12/2019,aosborn,Reporting,7,21,3
06/12/2019,acox,Task Creation,16,28,1.75
07/12/2019,ofrye,Task Creation,13,24,1.846153846
07/12/2019,zhodges,Automation,16,17,1.0625
07/12/2019,swise,Account Managment,4,20,5
07/12/2019,kreese,Saga Creation,6,28,4.666666667
07/12/2019,sfox,Reporting,3,22,7.333333333
07/12/2019,chenson,Roadmap,4,60,15
08/12/2019,lwheeler,Task Creation,15,29,1.933333333
08/12/2019,tosborne,Reporting,5,25,5
08/12/2019,kwalter,Saga Creation,4,17,4.25
08/12/2019,ehodges,Automation,15,8,0.533333333
08/12/2019,swise,Account Managment,5,10,2
09/12/2019,mbarron,Automation,13,10,0.769230769
09/12/2019,ecoleman,Saga Creation,6,22,3.666666667
09/12/2019,dhays,Reporting,4,17,4.25
09/12/2019,kgalloway,Task Creation,14,28,2
09/12/2019,dbell,Roadmap,5,45,9
10/12/2019,kkane,Reporting,6,35,5.833333333
10/12/2019,aortega,Account Managment,4,11,2.75
10/12/2019,ecampos,Saga Creation,5,16,3.2
10/12/2019,oherman,Task Creation,14,15,1.071428571
11/12/2019,evilla,Roadmap,6,55,9.166666667
11/12/2019,sfox,Task Creation,16,27,1.6875
11/12/2019,twright,Reporting,4,30,7.5
11/12/2019,dbenton,Account Managment,6,21,3.5
11/12/2019,bedwards,Saga Creation,7,25,3.571428571
11/12/2019,skelly,Automation,13,3,0.230769231
12/12/2019,rherman,Saga Creation,4,33,8.25
12/12/2019,nphillips,Roadmap,3,60,20
12/12/2019,twright,Account Managment,4,14,3.5
12/12/2019,ablackwell,Reporting,6,33,5.5
12/12/2019,bparker,Automation,16,18,1.125
12/12/2019,kdurham,Task Creation,17,11,0.647058824
13/12/2019,kvilla,Reporting,3,31,10.33333333
13/12/2019,shartman,Task Creation,14,27,1.928571429
13/12/2019,kflowers,Roadmap,7,40,5.714285714
13/12/2019,hjames,Account Managment,7,6,0.857142857
13/12/2019,bparker,Automation,15,10,0.666666667
14/12/2019,nclarke,Task Creation,13,19,1.461538462
14/12/2019,amcintyre,Automation,15,7,0.466666667
14/12/2019,alara,Roadmap,7,44,6.285714286
14/12/2019,ahernandez,Account Managment,4,11,2.75
14/12/2019,mkelley,Reporting,7,25,3.571428571
15/12/2019,rconway,Reporting,3,29,9.666666667
15/12/2019,zhodges,Saga Creation,6,23,3.833333333
15/12/2019,mbarron,Account Managment,3,9,3
15/12/2019,bparker,Roadmap,4,60,15
15/12/2019,acombs,Automation,16,6,0.375
15/12/2019,jbeasley,Task Creation,14,29,2.071428571
16/12/2019,jbeasley,Automation,13,4,0.307692308
16/12/2019,cdudley,Saga Creation,7,23,3.285714286
16/12/2019,ggiles,Roadmap,7,60,8.571428571
16/12/2019,jhansen,Reporting,6,17,2.833333333
16/12/2019,bwise,Task Creation,17,19,1.117647059
16/12/2019,kwalter,Account Managment,6,15,2.5
17/12/2019,rherman,Automation,17,4,0.235294118
17/12/2019,nblair,Saga Creation,4,27,6.75
17/12/2019,sfox,Reporting,6,24,4
17/12/2019,aortega,Task Creation,14,23,1.642857143
17/12/2019,mforbes,Roadmap,7,47,6.714285714
18/12/2019,swise,Account Managment,4,18,4.5
18/12/2019,agardner,Reporting,3,19,6.333333333
18/12/2019,twright,Automation,16,11,0.6875
18/12/2019,ecoleman,Task Creation,17,16,0.941176471
18/12/2019,mstephens,Saga Creation,5,35,7
19/12/2019,agardner,Automation,13,11,0.846153846
19/12/2019,nblair,Task Creation,14,22,1.571428571
19/12/2019,kwalter,Roadmap,7,51,7.285714286
19/12/2019,mstephens,Saga Creation,4,31,7.75
19/12/2019,nclarke,Reporting,5,35,7
20/12/2019,greilly,Reporting,7,23,3.285714286
20/12/2019,rherman,Roadmap,7,54,7.714285714
20/12/2019,bcastaneda,Task Creation,14,27,1.928571429
20/12/2019,mgonzalez,Automation,16,15,0.9375
20/12/2019,nphillips,Saga Creation,5,19,3.8
20/12/2019,kkane,Account Managment,6,20,3.333333333
21/12/2019,kflowers,Saga Creation,3,29,9.666666667
21/12/2019,swise,Reporting,7,23,3.285714286
21/12/2019,tduffy,Automation,13,15,1.153846154
21/12/2019,mmayer,Account Managment,7,23,3.285714286
21/12/2019,oherman,Roadmap,3,48,16
22/12/2019,oherman,Saga Creation,3,27,9
22/12/2019,shardin,Task Creation,17,18,1.058823529
22/12/2019,nclarke,Roadmap,3,52,17.33333333
22/12/2019,shartman,Account Managment,6,16,2.666666667
22/12/2019,ecampos,Reporting,4,18,4.5
23/12/2019,mgonzalez,Account Managment,7,22,3.142857143
23/12/2019,acombs,Reporting,6,24,4
23/12/2019,prubio,Saga Creation,3,33,11
23/12/2019,kgalloway,Task Creation,16,18,1.125
23/12/2019,rherman,Roadmap,6,41,6.833333333
24/12/2019,sferguson,Task Creation,15,19,1.266666667
24/12/2019,greilly,Automation,14,15,1.071428571
24/12/2019,bwise,Reporting,4,24,6
24/12/2019,kflowers,Account Managment,4,22,5.5
24/12/2019,afuentes,Saga Creation,3,30,10
25/12/2019,acox,Saga Creation,3,32,10.66666667
25/12/2019,ecampos,Task Creation,14,17,1.214285714
25/12/2019,ahernandez,Roadmap,4,58,14.5
25/12/2019,cvillarreal,Automation,16,19,1.1875
25/12/2019,awoodward,Account Managment,6,12,2
25/12/2019,kdurham,Reporting,5,19,3.8
26/12/2019,hjames,Account Managment,6,23,3.833333333
26/12/2019,dhays,Reporting,7,31,4.428571429
26/12/2019,aosborn,Automation,17,2,0.117647059
26/12/2019,acox,Task Creation,15,30,2
26/12/2019,gcarroll,Saga Creation,7,27,3.857142857
27/12/2019,cvillarreal,Account Managment,4,6,1.5
27/12/2019,chenson,Reporting,5,17,3.4
27/12/2019,mstephens,Saga Creation,7,24,3.428571429
27/12/2019,kalvarado,Task Creation,16,10,0.625
27/12/2019,bhensley,Roadmap,5,55,11
28/12/2019,ipierce,Task Creation,13,19,1.461538462
28/12/2019,nphillips,Account Managment,6,24,4
28/12/2019,aosborn,Automation,16,14,0.875
28/12/2019,cpetersen,Roadmap,5,57,11.4
28/12/2019,mmayer,Reporting,6,24,4
28/12/2019,hjames,Saga Creation,6,35,5.833333333
29/12/2019,fsexton,Roadmap,6,57,9.5
29/12/2019,ecoleman,Saga Creation,7,20,2.857142857
29/12/2019,bwise,Reporting,5,19,3.8
29/12/2019,rcalhoun,Automation,13,8,0.615384615
29/12/2019,aortega,Account Managment,4,19,4.75
30/12/2019,kgalloway,Roadmap,5,41,8.2
30/12/2019,aosborn,Saga Creation,7,24,3.428571429
30/12/2019,hjames,Account Managment,4,5,1.25
30/12/2019,zmack,Task Creation,15,21,1.4
30/12/2019,kkane,Automation,13,16,1.230769231
30/12/2019,wharvey,Reporting,3,33,11
31/12/2019,kalvarado,Saga Creation,4,15,3.75
31/12/2019,mbarron,Reporting,7,34,4.857142857
31/12/2019,awoodward,Account Managment,7,18,2.571428571
31/12/2019,kreese,Task Creation,17,16,0.941176471
31/12/2019,chodge,Roadmap,7,55,7.857142857
31/12/2019,agardner,Automation,13,8,0.615384615
01/01/2020,dbenton,Roadmap,16,49,3.0625
01/01/2020,kalvarado,Task Creation,13,12,0.923076923
01/01/2020,jgreen,Automation,17,1,0.058823529
01/01/2020,dhays,Saga Creation,17,16,0.941176471
01/01/2020,bedwards,Reporting,13,24,1.846153846
01/01/2020,trusso,Account Managment,15,17,1.133333333
02/01/2020,kcarr,Task Creation,14,24,1.714285714
02/01/2020,mforbes,Automation,16,2,0.125
02/01/2020,jnicholson,Roadmap,13,42,3.230769231
02/01/2020,aortega,Reporting,16,23,1.4375
02/01/2020,evega,Saga Creation,13,15,1.153846154
03/01/2020,kreese,Automation,14,13,0.928571429
03/01/2020,evega,Roadmap,15,52,3.466666667
03/01/2020,lbuck,Saga Creation,16,35,2.1875
03/01/2020,agardner,Account Managment,15,22,1.466666667
03/01/2020,qwyatt,Reporting,14,21,1.5
04/01/2020,awoodward,Account Managment,14,14,1
04/01/2020,ahanna,Roadmap,16,41,2.5625
04/01/2020,aortega,Task Creation,14,26,1.857142857
04/01/2020,tosborne,Saga Creation,16,32,2
04/01/2020,bcastaneda,Reporting,16,34,2.125
04/01/2020,kwalter,Automation,15,19,1.266666667
05/01/2020,alara,Automation,14,9,0.642857143
05/01/2020,mgonzalez,Reporting,13,17,1.307692308
05/01/2020,edillon,Account Managment,16,18,1.125
05/01/2020,cvillarreal,Roadmap,13,57,4.384615385
05/01/2020,rconway,Task Creation,15,11,0.733333333
06/01/2020,afuentes,Reporting,16,31,1.9375
06/01/2020,eberry,Automation,13,10,0.769230769
06/01/2020,jhansen,Account Managment,17,22,1.294117647
06/01/2020,mgonzalez,Saga Creation,14,15,1.071428571
06/01/2020,mbarron,Roadmap,14,52,3.714285714
06/01/2020,ofrye,Task Creation,14,14,1
07/01/2020,aortega,Saga Creation,17,30,1.764705882
07/01/2020,evilla,Roadmap,17,52,3.058823529
07/01/2020,rcalhoun,Reporting,17,27,1.588235294
07/01/2020,mstephens,Task Creation,14,16,1.142857143
07/01/2020,dbell,Automation,16,10,0.625
07/01/2020,jhansen,Account Managment,15,19,1.266666667
08/01/2020,sferguson,Saga Creation,13,28,2.153846154
08/01/2020,zhodges,Automation,16,13,0.8125
08/01/2020,trusso,Reporting,13,19,1.461538462
08/01/2020,rrobles,Roadmap,17,40,2.352941176
08/01/2020,jbeasley,Account Managment,16,11,0.6875
08/01/2020,ncooke,Task Creation,17,22,1.294117647
09/01/2020,chenson,Account Managment,15,19,1.266666667
09/01/2020,swise,Automation,15,2,0.133333333
09/01/2020,bwise,Task Creation,13,29,2.230769231
09/01/2020,evega,Saga Creation,15,33,2.2
09/01/2020,dbriggs,Roadmap,16,40,2.5
10/01/2020,ewaller,Task Creation,14,21,1.5
10/01/2020,jnicholson,Roadmap,16,54,3.375
10/01/2020,kgalloway,Reporting,15,21,1.4
10/01/2020,evilla,Saga Creation,15,31,2.066666667
10/01/2020,bhensley,Account Managment,14,21,1.5
10/01/2020,ehodges,Automation,17,11,0.647058824
11/01/2020,zhodges,Saga Creation,13,24,1.846153846
11/01/2020,oherman,Automation,14,10,0.714285714
11/01/2020,awoodward,Reporting,17,24,1.411764706
11/01/2020,mkelley,Roadmap,17,46,2.705882353
11/01/2020,sshepard,Task Creation,14,17,1.214285714
11/01/2020,sfox,Account Managment,14,8,0.571428571
12/01/2020,dbenton,Reporting,15,24,1.6
12/01/2020,ecoleman,Saga Creation,17,30,1.764705882
12/01/2020,jhansen,Task Creation,16,19,1.1875
12/01/2020,kflowers,Automation,14,8,0.571428571
12/01/2020,tduffy,Account Managment,13,5,0.384615385
13/01/2020,shardin,Reporting,16,32,2
13/01/2020,bparker,Task Creation,15,13,0.866666667
13/01/2020,sfox,Automation,14,19,1.357142857
13/01/2020,kvilla,Saga Creation,16,16,1
13/01/2020,akeller,Account Managment,15,18,1.2
13/01/2020,ablackwell,Roadmap,13,49,3.769230769
14/01/2020,jbeasley,Reporting,13,18,1.384615385
14/01/2020,mforbes,Automation,17,9,0.529411765
14/01/2020,mmayer,Account Managment,17,13,0.764705882
14/01/2020,bcastaneda,Task Creation,17,20,1.176470588
14/01/2020,amurphy,Roadmap,17,56,3.294117647
14/01/2020,sshepard,Saga Creation,14,17,1.214285714
15/01/2020,nphillips,Saga Creation,16,35,2.1875
15/01/2020,hjames,Roadmap,16,53,3.3125
15/01/2020,acombs,Reporting,17,20,1.176470588
15/01/2020,skelly,Task Creation,13,12,0.923076923
15/01/2020,jbarajas,Automation,15,8,0.533333333
16/01/2020,atucker,Roadmap,17,40,2.352941176
16/01/2020,ncooke,Automation,15,19,1.266666667
16/01/2020,mmayer,Reporting,13,16,1.230769231
16/01/2020,dbell,Account Managment,13,13,1
16/01/2020,sferguson,Saga Creation,14,30,2.142857143
17/01/2020,lwheeler,Automation,13,5,0.384615385
17/01/2020,mkelley,Account Managment,15,5,0.333333333
17/01/2020,sshepard,Task Creation,16,24,1.5
17/01/2020,greilly,Saga Creation,14,33,2.357142857
17/01/2020,bparker,Roadmap,17,50,2.941176471
18/01/2020,cdudley,Saga Creation,16,27,1.6875
18/01/2020,lbuck,Automation,16,19,1.1875
18/01/2020,gcarroll,Reporting,14,28,2
18/01/2020,rherman,Roadmap,16,42,2.625
19/01/2020,acombs,Saga Creation,14,19,1.357142857
19/01/2020,kflowers,Reporting,16,20,1.25
19/01/2020,bwise,Roadmap,13,48,3.692307692
19/01/2020,chodge,Task Creation,17,18,1.058823529
19/01/2020,jhansen,Account Managment,16,22,1.375
20/01/2020,bwise,Automation,13,14,1.076923077
20/01/2020,ablackwell,Task Creation,14,18,1.285714286
20/01/2020,edillon,Saga Creation,16,23,1.4375
20/01/2020,ehodges,Account Managment,13,12,0.923076923
20/01/2020,edillon,Roadmap,15,46,3.066666667
20/01/2020,greilly,Reporting,14,20,1.428571429
21/01/2020,acox,Saga Creation,15,18,1.2
21/01/2020,awoodward,Account Managment,16,21,1.3125
21/01/2020,kgalloway,Roadmap,14,52,3.714285714
21/01/2020,bwise,Task Creation,17,16,0.941176471
21/01/2020,ipierce,Automation,14,16,1.142857143
22/01/2020,bedwards,Task Creation,16,12,0.75
22/01/2020,amcintyre,Saga Creation,14,23,1.642857143
22/01/2020,cpetersen,Account Managment,17,17,1
22/01/2020,qwyatt,Reporting,16,25,1.5625
22/01/2020,alara,Automation,17,18,1.058823529
23/01/2020,shardin,Saga Creation,15,20,1.333333333
23/01/2020,shorne,Account Managment,15,16,1.066666667
23/01/2020,shartman,Automation,13,10,0.769230769
23/01/2020,eberry,Reporting,13,28,2.153846154
23/01/2020,cpetersen,Roadmap,17,46,2.705882353
23/01/2020,atucker,Task Creation,13,13,1
24/01/2020,nphillips,Roadmap,15,48,3.2
24/01/2020,evilla,Account Managment,17,21,1.235294118
24/01/2020,gcarroll,Reporting,16,29,1.8125
24/01/2020,mforbes,Saga Creation,14,16,1.142857143
24/01/2020,rrobles,Automation,13,7,0.538461539
25/01/2020,jgreen,Account Managment,15,5,0.333333333
25/01/2020,dhays,Automation,13,14,1.076923077
25/01/2020,skelly,Reporting,13,32,2.461538462
25/01/2020,greilly,Task Creation,16,25,1.5625
25/01/2020,ahanna,Saga Creation,15,34,2.266666667
26/01/2020,alara,Automation,14,3,0.214285714
26/01/2020,slarson,Account Managment,13,23,1.769230769
26/01/2020,sferguson,Reporting,13,34,2.615384615
26/01/2020,mmayer,Task Creation,17,19,1.117647059
26/01/2020,bwise,Roadmap,15,44,2.933333333
26/01/2020,amcintyre,Saga Creation,14,33,2.357142857
27/01/2020,wharvey,Account Managment,17,23,1.352941176
27/01/2020,ecoleman,Saga Creation,13,23,1.769230769
27/01/2020,kgalloway,Task Creation,15,22,1.466666667
27/01/2020,rherman,Reporting,15,35,2.333333333
27/01/2020,lbuck,Automation,14,8,0.571428571
27/01/2020,ahernandez,Roadmap,13,52,4
28/01/2020,alara,Roadmap,13,44,3.384615385
28/01/2020,evilla,Account Managment,14,23,1.642857143
28/01/2020,kcarr,Reporting,16,29,1.8125
28/01/2020,eberry,Saga Creation,14,18,1.285714286
28/01/2020,ipierce,Automation,17,18,1.058823529
28/01/2020,nlane,Task Creation,14,10,0.714285714
29/01/2020,ehodges,Roadmap,16,56,3.5
29/01/2020,evilla,Reporting,17,16,0.941176471
29/01/2020,ewaller,Account Managment,14,9,0.642857143
29/01/2020,ncooke,Task Creation,15,10,0.666666667
29/01/2020,kgalloway,Saga Creation,15,26,1.733333333
29/01/2020,acox,Automation,17,9,0.529411765
30/01/2020,yfriedman,Saga Creation,16,20,1.25
30/01/2020,bparker,Automation,14,6,0.428571429
30/01/2020,rconway,Task Creation,17,19,1.117647059
30/01/2020,alara,Reporting,17,24,1.411764706
30/01/2020,mmayer,Account Managment,17,22,1.294117647
31/01/2020,yfriedman,Task Creation,17,26,1.529411765
31/01/2020,alara,Automation,16,3,0.1875
31/01/2020,rrobles,Roadmap,13,44,3.384615385
31/01/2020,rcalhoun,Saga Creation,15,31,2.066666667
31/01/2020,kvilla,Account Managment,14,12,0.857142857
01/02/2020,ipierce,Account Managment,15,9,0.6
01/02/2020,kdurham,Roadmap,17,45,2.647058824
01/02/2020,yfriedman,Automation,15,3,0.2
01/02/2020,mkelley,Reporting,17,18,1.058823529
01/02/2020,mmayer,Saga Creation,16,29,1.8125
01/02/2020,jhansen,Task Creation,17,22,1.294117647
02/02/2020,zmack,Roadmap,14,45,3.214285714
02/02/2020,ecoleman,Automation,15,5,0.333333333
02/02/2020,cdudley,Saga Creation,17,32,1.882352941
03/02/2020,jhuang,Account Managment,14,6,0.428571429
03/02/2020,ggiles,Automation,15,1,0.066666667
03/02/2020,greilly,Task Creation,15,26,1.733333333
03/02/2020,eberry,Roadmap,15,60,4
03/02/2020,ofrye,Saga Creation,14,35,2.5
03/02/2020,ipierce,Reporting,13,22,1.692307692
04/02/2020,nphillips,Saga Creation,15,25,1.666666667
04/02/2020,rconway,Automation,17,5,0.294117647
04/02/2020,bhensley,Reporting,17,25,1.470588235
04/02/2020,sfox,Task Creation,15,14,0.933333333
04/02/2020,ipierce,Account Managment,13,24,1.846153846
05/02/2020,rherman,Account Managment,17,19,1.117647059
05/02/2020,sferguson,Roadmap,17,49,2.882352941
05/02/2020,slarson,Automation,14,7,0.5
05/02/2020,bcastaneda,Saga Creation,14,32,2.285714286
05/02/2020,amurphy,Task Creation,14,15,1.071428571
06/02/2020,yfriedman,Automation,16,17,1.0625
06/02/2020,cpetersen,Roadmap,16,47,2.9375
06/02/2020,edillon,Reporting,17,33,1.941176471
06/02/2020,ecampos,Saga Creation,15,18,1.2
06/02/2020,nphillips,Task Creation,15,27,1.8
06/02/2020,alara,Account Managment,15,12,0.8
07/02/2020,zhodges,Task Creation,17,25,1.470588235
07/02/2020,bwise,Roadmap,14,43,3.071428571
07/02/2020,ewaller,Automation,15,14,0.933333333
07/02/2020,kflowers,Saga Creation,14,25,1.785714286
08/02/2020,cpetersen,Reporting,15,34,2.266666667
08/02/2020,ehodges,Saga Creation,15,21,1.4
08/02/2020,evilla,Roadmap,13,48,3.692307692
08/02/2020,rherman,Automation,15,15,1
09/02/2020,ggiles,Reporting,17,23,1.352941176
09/02/2020,kwalter,Roadmap,16,43,2.6875
09/02/2020,kalvarado,Account Managment,17,11,0.647058824
09/02/2020,mkelley,Automation,15,8,0.533333333
10/02/2020,afuentes,Saga Creation,16,35,2.1875
10/02/2020,jbeasley,Account Managment,16,19,1.1875
10/02/2020,yfriedman,Reporting,15,24,1.6
10/02/2020,rrobles,Automation,15,0,0
11/02/2020,ewaller,Roadmap,13,59,4.538461538
11/02/2020,ecoleman,Automation,15,11,0.733333333
11/02/2020,lbuck,Task Creation,16,10,0.625
11/02/2020,akeller,Reporting,17,34,2
11/02/2020,bcastaneda,Account Managment,16,10,0.625
11/02/2020,chodge,Saga Creation,17,32,1.882352941
12/02/2020,kalvarado,Task Creation,15,19,1.266666667
12/02/2020,lwheeler,Reporting,17,25,1.470588235
12/02/2020,kgalloway,Account Managment,16,25,1.5625
12/02/2020,evilla,Roadmap,16,43,2.6875
12/02/2020,afuentes,Saga Creation,14,25,1.785714286
12/02/2020,gcarroll,Automation,17,12,0.705882353
13/02/2020,evilla,Saga Creation,13,35,2.692307692
13/02/2020,zhodges,Task Creation,17,18,1.058823529
13/02/2020,afuentes,Automation,14,17,1.214285714
13/02/2020,cpetersen,Account Managment,15,25,1.666666667
13/02/2020,eberry,Roadmap,16,57,3.5625
13/02/2020,jhansen,Reporting,17,22,1.294117647
14/02/2020,oherman,Reporting,13,25,1.923076923
14/02/2020,shartman,Task Creation,17,27,1.588235294
14/02/2020,acombs,Saga Creation,16,33,2.0625
14/02/2020,dhays,Account Managment,17,24,1.411764706
14/02/2020,cvillarreal,Automation,15,18,1.2
14/02/2020,aosborn,Roadmap,17,56,3.294117647
15/02/2020,sferguson,Saga Creation,14,29,2.071428571
15/02/2020,dbriggs,Account Managment,13,23,1.769230769
15/02/2020,greilly,Roadmap,17,42,2.470588235
15/02/2020,swise,Reporting,15,25,1.666666667
15/02/2020,aortega,Automation,16,7,0.4375
16/02/2020,fsexton,Reporting,14,15,1.071428571
16/02/2020,ecoleman,Roadmap,15,56,3.733333333
16/02/2020,qwyatt,Saga Creation,15,33,2.2
16/02/2020,bhensley,Automation,14,19,1.357142857
16/02/2020,shartman,Account Managment,15,19,1.266666667
16/02/2020,nblair,Task Creation,13,16,1.230769231
17/02/2020,ncooke,Task Creation,13,19,1.461538462
17/02/2020,fsexton,Account Managment,14,23,1.642857143
17/02/2020,shartman,Automation,15,11,0.733333333
17/02/2020,soneill,Saga Creation,13,21,1.615384615
17/02/2020,chodge,Reporting,16,20,1.25
18/02/2020,ewaller,Task Creation,13,16,1.230769231
18/02/2020,shorne,Saga Creation,16,32,2
18/02/2020,soneill,Reporting,15,15,1
19/02/2020,alara,Roadmap,17,54,3.176470588
19/02/2020,swise,Reporting,14,22,1.571428571
19/02/2020,ahanna,Saga Creation,13,26,2
19/02/2020,acombs,Automation,16,10,0.625
19/02/2020,nclarke,Task Creation,13,19,1.461538462
20/02/2020,tosborne,Roadmap,17,52,3.058823529
20/02/2020,twright,Automation,16,14,0.875
20/02/2020,acombs,Account Managment,14,24,1.714285714
20/02/2020,ewaller,Saga Creation,13,15,1.153846154
20/02/2020,rherman,Reporting,14,31,2.214285714
20/02/2020,kdurham,Task Creation,15,30,2
21/02/2020,jgreen,Roadmap,15,53,3.533333333
21/02/2020,kkane,Account Managment,15,14,0.933333333
21/02/2020,eberry,Saga Creation,13,35,2.692307692
21/02/2020,amcintyre,Reporting,13,24,1.846153846
21/02/2020,oherman,Task Creation,14,17,1.214285714
21/02/2020,jbeasley,Automation,14,13,0.928571429
22/02/2020,jhuang,Automation,14,6,0.428571429
22/02/2020,acombs,Saga Creation,13,28,2.153846154
22/02/2020,evilla,Account Managment,17,14,0.823529412
22/02/2020,gcarroll,Roadmap,17,56,3.294117647
22/02/2020,kreese,Reporting,16,21,1.3125
23/02/2020,kcarr,Task Creation,17,25,1.470588235
23/02/2020,rrobles,Account Managment,15,12,0.8
23/02/2020,ecoleman,Saga Creation,16,33,2.0625
23/02/2020,shardin,Automation,15,3,0.2
23/02/2020,zmack,Reporting,17,21,1.235294118
24/02/2020,amurphy,Saga Creation,17,18,1.058823529
24/02/2020,dhays,Reporting,14,23,1.642857143
24/02/2020,cdudley,Roadmap,14,41,2.928571429
24/02/2020,ggiles,Account Managment,16,18,1.125
24/02/2020,aortega,Automation,17,1,0.058823529
24/02/2020,ahernandez,Task Creation,13,28,2.153846154
25/02/2020,ahernandez,Account Managment,14,10,0.714285714
25/02/2020,mkelley,Reporting,17,19,1.117647059
25/02/2020,nblair,Saga Creation,16,29,1.8125
25/02/2020,cpetersen,Roadmap,13,50,3.846153846
25/02/2020,dbriggs,Task Creation,16,23,1.4375
25/02/2020,kvilla,Automation,14,4,0.285714286
26/02/2020,awoodward,Task Creation,17,15,0.882352941
26/02/2020,shumphrey,Account Managment,15,14,0.933333333
26/02/2020,swise,Reporting,16,26,1.625
